text,label
what’s the latest on the environmental impact of plastic?,news_update
give me updates on the latest fashion trends,news_update
what’s happening in the automotive industry today?,news_update
show me breaking headlines in global security,news_update
what’s the latest update on global climate policy?,news_update
check out the top political headlines in Asia,news_update
give me breaking news from the tech industry,news_update
remind me to call Sarah at 3 pm,reminder
set a reminder to pick up the dry cleaning at 5 pm,reminder
remind me to send the email tomorrow morning,reminder
add a reminder to submit the report by Friday noon,reminder
set a high priority reminder to check my calendar at 10 am,reminder
remind me to take a break every hour,reminder
set a reminder for 8 am tomorrow to drink water,reminder
remind me to attend the meeting at 4 pm,reminder
create a reminder to buy groceries on Saturday at 10 am,reminder
set a reminder to pick up the kids at 3 pm,reminder
remind me to pay the rent on the 1st of each month,reminder
set a reminder for a dentist appointment next Tuesday at 2 pm,reminder
remind me to charge my phone every night at 9 pm,reminder
set a weekly reminder to clean the kitchen every Sunday at 4 pm,reminder
remind me to check the weather in the morning,reminder
create a reminder for my workout session at 6 am tomorrow,reminder
remind me to call the plumber on Friday at 11 am,reminder
set a reminder to send the report to the team on the 15th,reminder
remind me to pay the bills next Thursday at 9 am,reminder
create a recurring reminder to take a walk every day at 6 pm,reminder
remind me to water the plants every Tuesday and Friday at 7 am,reminder
set a reminder to review the document at 10 am,reminder
remind me to schedule a meeting for Monday at 3 pm,reminder
create a reminder to start dinner at 5 pm,reminder
remind me to send a thank-you message to John at 7 pm,reminder
set a reminder to order a birthday gift for Dad by 5 pm tomorrow,reminder
remind me to take a break at noon,reminder
set a reminder for the conference call at 10 am tomorrow,reminder
remind me to pick up the package at the post office at 2 pm,reminder
create a reminder to set my alarm for 7 am every night,reminder
remind me to call the bank at 9:30 am tomorrow,reminder
set a reminder to attend the webinar on Monday at 4 pm,reminder
remind me to book the flight for next month,reminder
create a recurring reminder for trash day every Wednesday at 8 am,reminder
remind me to check my work email every morning at 8 am,reminder
set a reminder to take vitamins every morning at 9 am,reminder
remind me to buy movie tickets tonight at 8 pm,reminder
create a reminder for the dentist appointment in 2 weeks at 10 am,reminder
remind me to clean out my inbox by 5 pm today,reminder
set a reminder for my weekly check-in with the team every Monday at 9 am,reminder
remind me to text my sister happy birthday at noon,reminder
create a reminder to pack my bag for the trip at 8 pm tonight,reminder
remind me to renew my subscription on the 25th,reminder
set a priority reminder to finish the presentation by 3 pm today,reminder
remind me to call the vet to schedule an appointment tomorrow,reminder
create a reminder to make lunch at noon every weekday,reminder
remind me to back up my computer at 9 pm tonight,reminder
set a reminder for grocery shopping this Saturday at 10 am,reminder
remind me to pay my credit card bill by the 10th,reminder
create a reminder for the doctor’s appointment next Monday at 10:30 am,reminder
remind me to check the bank statement every Monday at 8 am,reminder
set a reminder to leave for the meeting at 2:30 pm,reminder
remind me to pick up the kids at 3:30 pm,reminder
create a reminder for laundry day every Saturday morning at 9 am,reminder
remind me to set the timer for the roast at 4 pm,reminder
set a reminder to schedule a lunch with friends next Friday,reminder
remind me to call the electrician tomorrow morning,reminder
create a reminder for an important phone call at 11 am,reminder
remind me to read my book for 30 minutes at 8 pm,reminder
set a reminder for the weekly team update every Friday at 3 pm,reminder
remind me to send the invitation for the party by tomorrow at noon,reminder
create a reminder to check my emails every two hours,reminder
remind me to buy the tickets for the concert by 5 pm,reminder
set a reminder to check the weather every morning at 7 am,reminder
remind me to charge my laptop before bed,reminder
create a reminder for self-care at 8 pm every day,reminder
remind me to take a walk at 10 am daily,reminder
set a reminder to finish the project by 2 pm today,reminder
remind me to send a follow-up email after the meeting,reminder
create a reminder to book the restaurant reservation for Friday,reminder
remind me to check my calendar for upcoming meetings at 9 am,reminder
set a reminder to update my software at midnight,reminder
remind me to order coffee on Monday morning at 8 am,reminder
create a reminder for the monthly review every last day of the month,reminder
remind me to make a backup of my files this evening at 9 pm,reminder
set a reminder to check the stocks every morning at 9:30 am,reminder
remind me to text my friend happy birthday on the 12th,reminder
create a reminder to send thank-you notes next week at 4 pm,reminder
remind me to plan my day every morning at 7 am,reminder
set a reminder for daily exercise at 6 am,reminder
remind me to check if the car needs gas every Monday at 8 am,reminder
create a reminder to start the laundry at 4 pm today,reminder
remind me to take a break every 2 hours,reminder
set a reminder to cancel the subscription before the renewal date,reminder
remind me to schedule a meeting with the client on Wednesday at 2 pm,reminder
create a reminder for a call with the customer tomorrow at 11 am,reminder
remind me to clean the house every Saturday morning at 10 am,reminder
set a reminder for “date night” on Friday at 6 pm,reminder
remind me to stop by the store on my way home at 5 pm,reminder
create a reminder for the meeting with the team every Tuesday at 9 am,reminder
remind me to download the documents before the deadline tomorrow,reminder
set a reminder to update my resume by the end of the month,reminder
remind me to start preparing dinner at 5 pm,reminder
create a reminder to drink water every hour,reminder
remind me to pack my gym bag tonight at 9 pm,reminder
set a reminder for a quick 5-minute stretch every 2 hours,reminder
remind me to call the client tomorrow at 10 am,reminder
set a reminder to meet Sarah for coffee at 3 pm,reminder
remind me to take my medication at 8 am,reminder
create a reminder for the team meeting on Wednesday at 2 pm,reminder
set a reminder to check the mail every day at 1 pm,reminder
remind me to renew my library book by next Friday,reminder
create a reminder to review the document at 4 pm,reminder
remind me to stop by the bank after work,reminder
set a reminder to submit the project by 5 pm today,reminder
remind me to pick up the dry cleaning tomorrow,reminder
create a reminder for date night every Friday at 7 pm,reminder
remind me to update the website every Monday at 9 am,reminder
set a reminder for my weekly check-in at 3 pm,reminder
remind me to pay my phone bill by the 25th,reminder
create a reminder to exercise for 30 minutes every day at 6 am,reminder
remind me to schedule the meeting with the boss tomorrow,reminder
set a reminder to take a break at noon,reminder
remind me to charge my phone before bed,reminder
create a reminder for the dentist appointment next Tuesday at 10 am,reminder
remind me to check my emails every morning at 8 am,reminder
set a reminder to book my flight for the trip on the 10th,reminder
remind me to check the weather tomorrow morning,reminder
create a reminder for my virtual yoga class every Monday at 6 am,reminder
remind me to clean the garage on Saturday at 10 am,reminder
set a reminder for a Zoom call with the team at 2 pm,reminder
remind me to call the doctor at 9 am tomorrow,reminder
create a reminder to send the weekly report by Friday noon,reminder
remind me to pick up the kids from school every weekday at 3 pm,reminder
set a reminder for a grocery run on Saturday at 9 am,reminder
remind me to make dinner every evening at 5 pm,reminder
create a reminder to text my friend happy birthday on the 10th,reminder
remind me to buy movie tickets tomorrow by 3 pm,reminder
set a reminder to stop by the store on the way home,reminder
remind me to call my mom every Sunday at 6 pm,reminder
create a reminder to take the dog for a walk at 7 am every day,reminder
remind me to book the hotel for the weekend trip,reminder
set a reminder to clean out my email inbox every week at 5 pm,reminder
remind me to take out the trash every Tuesday at 7 pm,reminder
create a reminder for a meeting with the client tomorrow at 11 am,reminder
remind me to finish reading the book by next Friday,reminder
set a reminder to book the car service appointment,reminder
remind me to text Tom about the meeting time,reminder
create a reminder to write thank-you notes on Sunday at 4 pm,reminder
remind me to send a reminder email to the team,reminder
set a reminder to grab lunch at noon,reminder
remind me to review the presentation slides at 3 pm,reminder
create a reminder to water the plants every Monday at 8 am,reminder
remind me to call the plumber tomorrow at 10 am,reminder
set a reminder to meet with the HR team next Tuesday,reminder
remind me to clean the house every Saturday at 9 am,reminder
create a reminder to confirm the dinner reservation by 3 pm,reminder
remind me to send out the invitations by next Monday,reminder
set a reminder to check my bank account every Monday at 10 am,reminder
remind me to organize my desk on Friday at 4 pm,reminder
create a reminder for the quarterly review meeting at 2 pm,reminder
remind me to write the monthly newsletter,reminder
set a reminder for a phone call with Jake tomorrow at 2 pm,reminder
remind me to send an invoice on the 1st of every month,reminder
create a reminder to practice Spanish every evening at 7 pm,reminder
remind me to schedule my annual health check-up by the end of the month,reminder
set a reminder to check in with the team every Friday at 11 am,reminder
remind me to cancel my subscription by the 15th,reminder
create a reminder for “family dinner” every Sunday at 6 pm,reminder
remind me to buy groceries this weekend,reminder
set a reminder to start cooking dinner at 5:30 pm,reminder
remind me to return the movie rental by tomorrow,reminder
create a reminder to meet the contractor on Wednesday at 10 am,reminder
remind me to schedule a dentist appointment every 6 months,reminder
set a reminder to clean the windows every two weeks,reminder
remind me to update my resume every 3 months,reminder
create a reminder to check my credit score on the 15th of each month,reminder
remind me to pay my car loan on the 1st,reminder
set a reminder to fill up my car with gas tomorrow at 8 am,reminder
remind me to take a 10-minute break every hour,reminder
create a reminder to plan my week every Sunday at 5 pm,reminder
remind me to make a dentist appointment every 6 months,reminder
set a reminder to wash the dishes every evening at 8 pm,reminder
remind me to take my medicine every night at 9 pm,reminder
create a reminder to text my manager every morning at 8 am,reminder
remind me to schedule the quarterly meeting for next month,reminder
set a reminder to update the software on my phone tonight,reminder
remind me to cancel the meeting with the client tomorrow,reminder
create a reminder to drink water every 2 hours,reminder
remind me to check the weather forecast for the weekend,reminder
set a reminder to pick up a gift for Jane’s birthday,reminder
remind me to update my profile on LinkedIn every 3 months,reminder
create a reminder to follow up with my mentor every Friday at 2 pm,reminder
remind me to finish reading my emails by 5 pm today,reminder
set a reminder to take a 15-minute walk every afternoon at 3 pm,reminder
remind me to back up my files on the 1st of every month,reminder
create a reminder for the dentist appointment at 10 am next Tuesday,reminder
remind me to order new business cards by next week,reminder
set a reminder to attend the team call on Monday at 9 am,reminder
remind me to pick up the order from the store at 3 pm,reminder
remind me to book the doctor’s appointment next Friday at 3 pm,reminder
set a reminder to schedule a meeting with my manager at 10 am,reminder
remind me to pick up the prescription at 5 pm,reminder
create a reminder to clean the house every second Saturday,reminder
remind me to update my phone’s software tonight at 8 pm,reminder
set a reminder for the team presentation on Monday at 2 pm,reminder
remind me to water the plants every Tuesday and Friday,reminder
create a reminder to meet the contractor next Wednesday at 1 pm,reminder
remind me to take a break at 11 am every day,reminder
set a reminder to send the proposal by 3 pm today,reminder
remind me to call John every Friday at 5 pm,reminder
create a reminder for my weekly review on Sunday at 4 pm,reminder
remind me to buy a gift for Tom’s birthday next week,reminder
set a reminder to check my calendar every Monday at 8 am,reminder
remind me to pack my suitcase for the trip on Friday evening,reminder
create a reminder to read the reports every Wednesday at 9 am,reminder
remind me to take the dog to the vet tomorrow at 10 am,reminder
set a reminder for my lunch meeting tomorrow at 12:30 pm,reminder
remind me to schedule a call with my client on Thursday,reminder
create a reminder to schedule the dentist appointment on the 1st,reminder
remind me to call my mom every Sunday at 4 pm,reminder
set a reminder to meet the delivery person at 2 pm,reminder
remind me to charge my phone every night at 9 pm,reminder
create a reminder for the team call on Thursday at 9 am,reminder
remind me to change the air filter every 3 months,reminder
set a reminder to buy groceries every Saturday at 10 am,reminder
remind me to check the stock prices every morning at 8 am,reminder
create a reminder to write the monthly report every 25th,reminder
remind me to water the garden at 7 am tomorrow,reminder
set a reminder to back up my files every Sunday at 6 pm,reminder
remind me to call the insurance company on Tuesday,reminder
create a reminder to check email for urgent messages at 3 pm,reminder
remind me to clean the windows every month,reminder
set a reminder for an important phone call at 11 am,reminder
remind me to take the trash out every Thursday evening,reminder
create a reminder to meet my friend at 5 pm tomorrow,reminder
remind me to cancel my subscription before the renewal date,reminder
set a reminder to exercise every morning at 6 am,reminder
remind me to attend the webinar on Friday at 2 pm,reminder
create a reminder to schedule a dentist visit for next month,reminder
remind me to pick up the kids from school at 3:15 pm,reminder
set a reminder to pay my credit card bill by the 15th,reminder
remind me to check the forecast every morning at 7 am,reminder
create a reminder for weekly grocery shopping every Sunday,reminder
remind me to confirm the meeting with the client tomorrow,reminder
set a reminder to clean the kitchen every Friday at 7 pm,reminder
remind me to buy the tickets for the concert by 5 pm tomorrow,reminder
create a reminder to send a thank-you email to the client,reminder
remind me to follow up with the supplier by next Tuesday,reminder
set a reminder to check my bank account every Monday,reminder
remind me to take my medicine every day at 8 am,reminder
create a reminder to attend the family reunion on June 15th,reminder
remind me to submit the assignment by Friday evening,reminder
set a reminder to schedule a meeting with HR at 10 am,reminder
remind me to clean the bathroom every second Wednesday,reminder
create a reminder to schedule my yearly checkup by the end of the month,reminder
remind me to call the cable company on the 3rd of every month,reminder
set a reminder to pick up the package from the post office,reminder
remind me to check the oil level in the car every month,reminder
create a reminder to start dinner at 5:30 pm,reminder
remind me to review the quarterly report by the end of the month,reminder
set a reminder to take a 5-minute break every hour,reminder
remind me to schedule a haircut next week,reminder
create a reminder for the team meeting every Monday at 9 am,reminder
remind me to book the restaurant reservation for next week,reminder
set a reminder to send an update email to the team by noon,reminder
remind me to clean the living room every Saturday morning,reminder
create a reminder to set my alarm for 7 am every night,reminder
remind me to check my appointments for the week every Sunday,reminder
set a reminder for a conference call on Thursday at 3 pm,reminder
remind me to follow up on the job application by Friday,reminder
create a reminder to attend the online class every Thursday evening,reminder
remind me to buy the flight tickets for the vacation next month,reminder
set a reminder to charge my laptop every night,reminder
remind me to review the budget before the meeting on Wednesday,reminder
create a reminder to check my emails at 9 am every day,reminder
remind me to pick up my prescription tomorrow at 10 am,reminder
set a reminder to organize the closet on Saturday,reminder
remind me to make the weekly grocery list every Friday,reminder
create a reminder for an important phone call tomorrow at 2 pm,reminder
remind me to complete the survey by the end of the day,reminder
set a reminder to back up my phone every Sunday at 8 pm,reminder
remind me to clean out my car every first Saturday of the month,reminder
create a reminder to check in with the client every Friday,reminder
remind me to finish the presentation by the end of the day,reminder
set a reminder to practice my speech for tomorrow at 8 pm,reminder
remind me to pick up the suit from the tailor at 4 pm,reminder
create a reminder for a lunch date with Alex at noon tomorrow,reminder
remind me to attend the charity event on the 22nd,reminder
set a reminder to send the invitation emails by 2 pm today,reminder
remind me to water the plants every Monday at 9 am,reminder
create a reminder to update my software every month,reminder
remind me to schedule the board meeting on the 1st,reminder
set a reminder to pay the utilities bill every 15th,reminder
"translate ""hello"" into French",translation
"translate ""good morning"" to Spanish",translation
"how do you say ""thank you"" in Japanese?",translation
"translate ""I love you"" to German",translation
"what is ""where are you?"" in Italian?",translation
"translate ""goodbye"" to Russian",translation
"how do you say ""I’m sorry"" in Portuguese?",translation
"translate ""please help me"" into Arabic",translation
"what’s ""how much is this?"" in Chinese?",translation
"translate ""good night"" into Korean",translation
"what is ""see you later"" in Hindi?",translation
"translate ""how are you?"" to Swedish",translation
"how do you say ""excuse me"" in Dutch?",translation
"translate ""I don’t understand"" into Japanese",translation
"what is ""can I help you?"" in Italian?",translation
"translate ""what time is it?"" into French",translation
"how do you say ""where is the bathroom?"" in Spanish?",translation
"translate ""thank you very much"" into German",translation
"what is ""I’m lost"" in Russian?",translation
"translate ""good evening"" to Portuguese",translation
"how do you say ""I need help"" in Korean?",translation
"translate ""I am from America"" into Mandarin",translation
"what’s ""I’m happy"" in Italian?",translation
"translate ""this is my friend"" to French",translation
"how do you say ""I’m hungry"" in Greek?",translation
"translate ""sorry I’m late"" into English",translation
"what is ""I speak a little Spanish"" in French?",translation
"translate ""can you repeat that?"" to Dutch",translation
"how do you say ""what’s your name?"" in German?",translation
"translate ""it’s nice to meet you"" into Arabic",translation
"what is ""I’m thirsty"" in Japanese?",translation
"translate ""I’m tired"" into Russian",translation
"how do you say ""I don’t know"" in Swedish?",translation
"translate ""hello, how are you?"" into Italian",translation
"what is ""I like your shoes"" in Portuguese?",translation
"translate ""I need to go to the hospital"" to Mandarin",translation
"how do you say ""can I have the bill?"" in French?",translation
"translate ""I don’t speak well"" into Spanish",translation
"what’s ""my name is"" in Italian?",translation
"translate ""how much does this cost?"" to German",translation
"how do you say ""can I get the menu?"" in Chinese?",translation
"translate ""I am a tourist"" to Portuguese",translation
"what’s ""how do I get there?"" in Russian?",translation
"translate ""I am studying"" into Japanese",translation
"how do you say ""what is this?"" in Greek?",translation
"translate ""where is the nearest station?"" into Arabic",translation
"what’s ""is there a doctor nearby?"" in Spanish?",translation
"translate ""could you help me?"" into Italian",translation
"how do you say ""I’m learning English"" in French?",translation
"translate ""I have a reservation"" into Dutch",translation
"what is ""I am lost"" in German?",translation
"translate ""I’m fine, thank you"" into Korean",translation
"how do you say ""good morning"" in Russian?",translation
"translate ""I need a taxi"" into Mandarin",translation
"what is ""how long will it take?"" in Portuguese?",translation
"translate ""this is delicious"" into Spanish",translation
"how do you say ""I need directions"" in Japanese?",translation
"translate ""can you speak slower?"" into French",translation
"what’s ""how do I get to the airport?"" in Italian?",translation
"translate ""where can I find a taxi?"" into Swedish",translation
"how do you say ""I’m from England"" in German?",translation
"translate ""do you speak English?"" into Chinese",translation
"what is ""I’ll take this one"" in Russian?",translation
"translate ""I’m looking for my friend"" to Portuguese",translation
"how do you say ""I’m new here"" in Dutch?",translation
"translate ""could you show me the way?"" into Japanese",translation
"what’s ""good afternoon"" in Spanish?",translation
"translate ""I need to charge my phone"" into French",translation
"how do you say ""I’m tired"" in Italian?",translation
"translate ""can you write it down?"" into Mandarin",translation
"what is ""I have a question"" in Greek?",translation
"translate ""I am sorry for the mistake"" into German",translation
"how do you say ""where can I buy tickets?"" in Arabic?",translation
"translate ""I’m learning French"" into Spanish",translation
"what’s ""goodbye"" in Russian?",translation
"translate ""where is the nearest hotel?"" into Portuguese",translation
"how do you say ""I don’t feel well"" in Italian?",translation
"translate ""how far is it?"" into Dutch",translation
"what is ""can I have a glass of water?"" in Spanish?",translation
"translate ""I would like to buy this"" into French",translation
"how do you say ""I’m allergic to nuts"" in German?",translation
"translate ""can I use your phone?"" into Japanese",translation
"what’s ""I need a doctor"" in Russian?",translation
"translate ""thank you for your help"" into Italian",translation
"how do you say ""where is the restaurant?"" in Portuguese?",translation
"translate ""I’m just looking"" into Dutch",translation
"what’s ""how old are you?"" in Spanish?",translation
"translate ""I am on vacation"" into French",translation
"how do you say ""can you help me with this?"" in German?",translation
"translate ""I don’t speak Spanish"" into Italian",translation
"what is ""I need a ticket"" in Japanese?",translation
"translate ""how are you?"" into French",translation
"translate ""I would like a coffee"" into Spanish",translation
"how do you say ""excuse me"" in Italian?",translation
"translate ""can you help me?"" into German",translation
"what is ""thank you"" in Chinese?",translation
"translate ""I’m sorry"" to Russian",translation
"how do you say ""goodbye"" in Arabic?",translation
"translate ""where is the bathroom?"" into Portuguese",translation
"what’s ""I’m lost"" in Dutch?",translation
"translate ""see you soon"" into French",translation
"how do you say ""I love you"" in Japanese?",translation
"translate ""hello"" to Italian",translation
"what’s ""good night"" in Spanish?",translation
"translate ""how do I get to the station?"" in German",translation
"how do you say ""I am a tourist"" in Portuguese?",translation
"translate ""I’m looking for a taxi"" to Russian",translation
"what is ""can I get the menu?"" in Mandarin?",translation
"translate ""I need help"" into Italian",translation
"how do you say ""where is the nearest hotel?"" in French?",translation
"translate ""I need directions"" to Spanish",translation
"what’s ""good morning"" in German?",translation
"translate ""can you repeat that?"" into Korean",translation
"how do you say ""it’s nice to meet you"" in Japanese?",translation
"translate ""I have an appointment"" to Portuguese",translation
"what is ""where can I find a pharmacy?"" in Spanish?",translation
"translate ""I would like a glass of water"" into French",translation
"how do you say ""I’m hungry"" in Chinese?",translation
"translate ""can I pay by card?"" into Italian",translation
"what’s ""how much does it cost?"" in Portuguese?",translation
"translate ""I don’t understand"" to Russian",translation
"how do you say ""I speak a little French"" in Spanish?",translation
"translate ""what time is it?"" into Japanese",translation
"what’s ""can I have the bill?"" in Italian?",translation
"translate ""I’m looking for a hotel"" into Dutch",translation
"how do you say ""I don’t speak much English"" in French?",translation
"translate ""where is the nearest supermarket?"" to German",translation
"what is ""I am lost"" in Spanish?",translation
"translate ""I need a doctor"" into Russian",translation
"how do you say ""please wait a moment"" in Portuguese?",translation
"translate ""I’m not sure"" to Japanese",translation
"what’s ""how do I get to the airport?"" in French?",translation
"translate ""I would like a taxi"" into Italian",translation
"how do you say ""can I have a coffee?"" in German?",translation
"translate ""what’s your name?"" to Spanish",translation
"what is ""I am from the USA"" in French?",translation
"translate ""how far is the nearest station?"" in Portuguese",translation
"how do you say ""I need help finding my way"" in Mandarin?",translation
"translate ""can I sit here?"" to Italian",translation
"what’s ""where is the bus station?"" in German?",translation
"translate ""I’m visiting from Canada"" into Spanish",translation
"how do you say ""I like this"" in French?",translation
"translate ""I need a ticket"" into Japanese",translation
"what is ""how much is this?"" in Russian?",translation
"translate ""I want to buy this"" in Italian",translation
"how do you say ""is there a hospital nearby?"" in Spanish?",translation
"translate ""I’m staying here for a week"" into French",translation
"what is ""where is the nearest restaurant?"" in German?",translation
"translate ""I’m sorry, I don’t understand"" into Portuguese",translation
"how do you say ""I’m feeling sick"" in Mandarin?",translation
"translate ""where are you from?"" into Spanish",translation
"what is ""how do I get to the train station?"" in Italian?",translation
"translate ""I’m on vacation"" into French",translation
"how do you say ""I’m lost, can you help?"" in Japanese?",translation
"translate ""I need a map"" into Portuguese",translation
"what’s ""where is the hospital?"" in Russian?",translation
"translate ""can I speak to the manager?"" into French",translation
"how do you say ""I don’t know"" in Spanish?",translation
"translate ""I have a reservation"" into German",translation
"what is ""can I have the check?"" in Japanese?",translation
"translate ""I’m allergic to nuts"" into Spanish",translation
"how do you say ""where is the nearest metro station?"" in French?",translation
"translate ""I would like a glass of water"" into German",translation
"what’s ""how do I get to the airport?"" in Spanish?",translation
"translate ""I need a taxi"" into Italian",translation
"how do you say ""I’m sorry, I don’t speak much Spanish"" in English?",translation
"translate ""could you help me?"" into Russian",translation
"what is ""how much is a ticket?"" in German?",translation
"translate ""I need a room"" into French",translation
"how do you say ""I would like some food"" in Portuguese?",translation
"translate ""where is the nearest bank?"" into Chinese",translation
"what’s ""can I use your restroom?"" in Spanish?",translation
"translate ""I need directions"" into Italian",translation
"how do you say ""can I have a coffee to go?"" in French?",translation
"translate ""I’ll take the usual"" into Portuguese",translation
"what’s ""where is the nearest pharmacy?"" in German?",translation
"translate ""can you recommend a restaurant?"" into Japanese",translation
"how do you say ""I’m from Mexico"" in French?",translation
"translate ""I am looking for my friend"" into Russian",translation
"what is ""where can I find a taxi?"" in Spanish?",translation
"translate ""I am studying French"" into Portuguese",translation
"how do you say ""can you show me the way?"" in German?",translation
"translate ""I would like to order"" into Italian",translation
"what’s ""where can I buy tickets?"" in French?",translation
"translate ""I’m very tired"" into Spanish",translation
"how do you say ""where’s the exit?"" in Italian?",translation
"translate ""can I have the bill?"" into Mandarin",translation
"what is ""I am very happy"" in German?",translation
"translate ""hello, how are you?"" into Spanish",translation
"how do you say ""I’m tired"" in French?",translation
"translate ""good morning"" into Portuguese",translation
"what is ""where can I find a taxi?"" in Japanese?",translation
"translate ""can I have the check, please?"" into Italian",translation
"how do you say ""I need help"" in German?",translation
"translate ""excuse me, where is the restroom?"" into Arabic",translation
"what’s ""I don’t speak English"" in French?",translation
"translate ""good night"" into Russian",translation
"how do you say ""what time is it?"" in Spanish?",translation
"translate ""I am lost"" into Italian",translation
"what is ""I’m looking for my friend"" in French?",translation
"translate ""can I have a glass of water?"" into Portuguese",translation
"how do you say ""I’m fine"" in Mandarin?",translation
"translate ""I would like to make a reservation"" into Japanese",translation
"what is ""can you speak English?"" in Spanish?",translation
"translate ""I am from Canada"" into German",translation
"how do you say ""I’m hungry"" in French?",translation
"translate ""good afternoon"" into Italian",translation
"what’s ""where is the bus stop?"" in Arabic?",translation
"translate ""I need a taxi"" into Portuguese",translation
"how do you say ""where can I buy tickets?"" in Spanish?",translation
"translate ""can you help me with this?"" into Russian",translation
"what is ""I don’t understand"" in Chinese?",translation
"translate ""I am here on vacation"" into German",translation
"how do you say ""where’s the nearest restaurant?"" in French?",translation
"translate ""I need a map"" into Italian",translation
"what is ""how are you?"" in Portuguese?",translation
"translate ""I need directions to the station"" into Japanese",translation
"how do you say ""can I pay with card?"" in Spanish?",translation
"translate ""I’m a tourist"" into Arabic",translation
"what is ""I need a room"" in French?",translation
"translate ""where is the nearest pharmacy?"" into Portuguese",translation
"how do you say ""can I have the menu?"" in Italian?",translation
"translate ""I’m allergic to peanuts"" into German",translation
"what is ""please call a doctor"" in Spanish?",translation
"translate ""where is the train station?"" into Mandarin",translation
"how do you say ""where is the hotel?"" in French?",translation
"translate ""I would like a coffee"" into Italian",translation
"what is ""do you have vegetarian options?"" in Portuguese?",translation
"translate ""can I help you?"" into Russian",translation
"how do you say ""I am hungry"" in Japanese?",translation
"translate ""I would like some water"" into Spanish",translation
"what is ""how far is it?"" in German?",translation
"translate ""where can I find a hospital?"" into French",translation
"how do you say ""I don’t speak much French"" in Spanish?",translation
"translate ""can you show me the way?"" into Italian",translation
"what is ""I’m thirsty"" in Mandarin?",translation
"translate ""where is the bathroom?"" into Russian",translation
"how do you say ""I’m new here"" in Portuguese?",translation
"translate ""I’ll have the same"" into Spanish",translation
"what is ""could you speak slower?"" in French?",translation
"translate ""I don’t know"" into Italian",translation
"how do you say ""I’m looking for a restaurant"" in German?",translation
"translate ""where can I get a taxi?"" into Russian",translation
"what is ""how do I get to the airport?"" in French?",translation
"translate ""do you speak English?"" into Portuguese",translation
"how do you say ""I’m lost"" in Japanese?",translation
"translate ""could you repeat that?"" into Spanish",translation
"what is ""I need help with this"" in French?",translation
"translate ""where is the bus stop?"" into Italian",translation
"how do you say ""can I have a ticket?"" in Russian?",translation
"translate ""I would like a table for two"" into Mandarin",translation
"what is ""I’m from the United States"" in Spanish?",translation
"translate ""can I have the bill?"" into French",translation
"how do you say ""I’m sorry"" in Portuguese?",translation
"translate ""I’m traveling for business"" into Italian",translation
"what is ""can I sit here?"" in Spanish?",translation
"translate ""is this the right way?"" into Russian",translation
"how do you say ""I’ll be back soon"" in German?",translation
"translate ""I need to change my reservation"" into French",translation
"what is ""can I have the menu?"" in Japanese?",translation
"translate ""I would like to order"" into Spanish",translation
"how do you say ""I’m waiting for my friend"" in Portuguese?",translation
"translate ""where can I get a taxi?"" into German",translation
"what is ""I need a doctor"" in Mandarin?",translation
"translate ""could you write it down?"" into Italian",translation
"how do you say ""is there a good restaurant nearby?"" in French?",translation
"translate ""I need to book a flight"" into Portuguese",translation
"what is ""I’m tired"" in Japanese?",translation
"translate ""where is the nearest store?"" into Spanish",translation
"how do you say ""I need to make a call"" in Russian?",translation
"translate ""can you help me find my way?"" into German",translation
"what is ""I’m lost, can you help?"" in French?",translation
"translate ""I would like to go to the airport"" into Mandarin",translation
"how do you say ""I’m staying here for a few days"" in Spanish?",translation
"translate ""could you help me with my luggage?"" into Italian",translation
"what is ""I’m just looking"" in Portuguese?",translation
"translate ""I need directions to the museum"" into French",translation
"how do you say ""I’m on vacation"" in Japanese?",translation
"translate ""can you speak slower?"" into Spanish",translation
convert 10 miles to kilometers,unit_conversion
how many kilometers are in 5 miles?,unit_conversion
what’s 100°F in Celsius?,unit_conversion
convert 20 kilograms to pounds,unit_conversion
how much is 50 liters in gallons?,unit_conversion
what’s the equivalent of 2 gallons in liters?,unit_conversion
convert 15 pounds to kilograms,unit_conversion
how many inches are in 5 feet?,unit_conversion
what’s 3 meters in feet?,unit_conversion
convert 10 inches to centimeters,unit_conversion
how many milliliters are in 2 liters?,unit_conversion
convert 100 kilometers to miles,unit_conversion
how many ounces are in 3 cups?,unit_conversion
convert 200 grams to ounces,unit_conversion
how much is 30 miles per hour in kilometers per hour?,unit_conversion
convert 12 yards to meters,unit_conversion
how many square feet are in 10 square meters?,unit_conversion
convert 5 inches to centimeters,unit_conversion
what is 150 pounds in kilograms?,unit_conversion
convert 50 kilometers per hour to miles per hour,unit_conversion
how much is 25 degrees Celsius in Fahrenheit?,unit_conversion
convert 1000 milliliters to liters,unit_conversion
how many grams are in 5 kilograms?,unit_conversion
convert 75°F to Celsius,unit_conversion
how many feet are in 3 meters?,unit_conversion
convert 3 kilometers to miles,unit_conversion
what is 60 miles per hour in kilometers per hour?,unit_conversion
convert 2 quarts to liters,unit_conversion
how many centimeters are in 4 feet?,unit_conversion
convert 120 kilometers per hour to miles per hour,unit_conversion
what is 1000 meters in kilometers?,unit_conversion
convert 5 yards to feet,unit_conversion
how much is 1000 milligrams in grams?,unit_conversion
convert 30 miles to kilometers,unit_conversion
what’s the equivalent of 200 grams in ounces?,unit_conversion
convert 10 kilometers to meters,unit_conversion
how many gallons are in 5 liters?,unit_conversion
